open	close	type	description	rev
05/31/05	06/01/05	done	next/prev pane keys broken; in SetActivePane, if pWnd is NULL, must call GetPane	1.0.34
05/15/05	06/02/05	done	add a playlist dialog that loads a list of patches and crossfades between them	1.0.34
05/26/05	06/02/05	done	in playlist fade, modulators unused in source but active in dest should have random phase	1.0.34
05/30/05	06/02/05	done	in split mode, need a way to center splitter, and set all pane origins to split point	1.0.34
05/30/05	06/02/05	done	should be able to exit and reenter split mode without saving documents	1.0.34
05/31/05	06/02/05	done	accidental cascading ring deletion is an essential feature; make it explicit	1.0.34
05/31/05	06/02/05	done	in split mode, switching panes after editing a parameter can cause loss of edit	1.0.34
06/03/05	06/07/05	done	add mirror mode; should work in both single and split frame	1.0.35
06/06/05	06/08/05	done	add print support for mirror mode; can't stretch blit to printer DC, use DIB instead	1.0.35
06/06/05	06/08/05	done	in split, drag all should move origins relative to their original positions	1.0.35
06/07/05	06/08/05	done	add sync panes to split window menu, with check	1.0.35
05/30/05	06/09/05	done	need a simple way to make split pane color schemes differ; add rotate hue	1.0.36
06/09/05	06/09/05	done	add toolbar	1.0.36
06/09/05	06/10/05	done	add list control and shortcut keys to playlist	1.0.37
06/09/05	06/10/05	done	create dialogs in frame OnCreate	1.0.37
06/11/05	06/16/05	done	add toolbar button for take snapshot	1.0.38
06/15/05	06/16/05	done	add missing files dialog to playlist	1.0.38
06/06/05	06/20/05	done	add x-ray fill mode, using XOR pen	1.0.39
06/19/05	06/20/05	done	in non-outlined fill mode, draw directly to printer's DC	1.0.39
06/20/05	06/20/05	done	DC brush color doesn't affect FillRect on some printers; erase with ExtTextOut, faster too	1.0.39
06/20/05	06/20/05	done	mirror toolbar button and shortcut don't work while paused; SetMirror must invalidate	1.0.39
06/20/05	06/20/05	done	snapshots must preserve mirror origin, else new window size drastically changes image	1.0.39
05/20/05	06/22/05	done	add options dialog with DirectDraw checkbox, video vs system memory selector	1.0.40
06/06/05	06/22/05	done	expose canvas size; options dialog	1.0.40
06/10/05	06/23/05	done	add master speed dialog; rename parms MasterSpeed to RingGrowth	1.0.40
06/23/05	06/23/05	done	add status bar	1.0.40
06/25/05	06/25/05	done	disable timer while iconic	1.0.40
06/10/05	06/26/05	done	toolbar buttons don't get updated when CPU is saturated; due to IsIdleMessage override	1.0.40
06/25/05	06/27/05	done	add drag reordering to playlist; make it reusable	1.0.40
06/20/05	06/28/05	done	origin, fill mode, mirror etc are saved in patch but not restored; make this optional	1.0.40
06/25/05	06/28/05	done	add command line open for snapshot files	1.0.40
06/27/05	06/28/05	done	export should allow a size to be specified instead of always using the window size	1.0.40
06/28/05	06/29/05	done	add ranges for master speed	1.0.40
06/28/05	06/29/05	done	mirroring to front buffer causes noticeable misalignment; add precise mirror option	1.0.41
06/20/05	07/01/05	done	add snapshot preview, using enhanced file dialog	1.0.42
06/29/05	07/04/05	done	add palette cycle limiting, aka hue looping or hue lock	1.0.42
07/04/05	07/04/05	done	loading a snapshot should save view parms and pause; unpause should restore view	1.0.42
07/04/05	07/06/05	done	add origin motion damping	1.0.43
07/06/05	07/06/05	done	add hue wheel sensitivity and hue loop length	1.0.43
06/20/05	07/07/05	done	load multiple snapshots, view using page up/down	1.0.43
06/20/05	07/07/05	done	print multiple snapshots at once	1.0.43
07/01/05	07/07/05	done	add shell open for playlist	1.0.43
07/02/05	07/07/05	done	changing display settings causes unpainted view; recreate surface in OnDisplayChange	1.0.43
07/02/05	07/07/05	done	lowering display resolution can cause invisible off-screen modeless dialogs	1.0.43
07/07/05	07/08/05	done	add master zoom	1.0.44
06/20/05	07/09/05	done	export multiple snapshots at once	1.0.44
06/20/05	07/09/05	done	snapshot slide show	1.0.44
07/09/05	07/10/05	done	back buffer location needs auto option: system memory if mirrored, else video memory	1.0.44
07/09/05	07/10/05	done	export should have a stretch to fit option; adjusts zoom to match current cropping	1.0.44
07/11/05	07/11/05	done	in multi-page print job, only first page prints; OnPrint must undo DC mapping changes	1.0.45
07/11/05	07/11/05	done	in multi-page print job, some pages are corrupted; don't repaint screen during job	1.0.45
07/11/05	07/11/05	done	in snapshot mode, closing print preview resets caption to doc title; use delayed restore	1.0.45
07/10/05	07/13/05	done	add origin automation and damping	1.0.46
07/14/05	07/14/05	done	add tap tempo	1.0.47
07/10/05	07/15/05	done	derive parms dialog from row dialog with header control	1.0.48
07/12/05	07/15/05	done	remove split frame; too much overhead and not so useful	1.0.48
07/14/05	07/16/05	done	add timer thread for tempo clock	1.0.49
07/17/05	07/17/05	done	add averaging for tap tempo	1.0.50
06/29/05	07/18/05	done	need mouse deltas for controlling master speed, zoom, etc.; use DirectInput	1.0.51
07/17/05	07/18/05	done	measure tempo taps from a higher-priority thread for improved accuracy	1.0.51
07/14/05	07/19/05	done	add detach command; transplant view to an auxiliary frame to allow dual-monitor	1.0.51
07/19/05	07/20/05	done	mouse wheel doesn't work when detached view has focus	1.0.51
07/20/05	07/21/05	done	deactivating app must cancel input modes, else they get stuck	1.0.52
07/21/05	07/21/05	done	playlist shortcut keys stopped working at Z after slide show; try using invisible style	1.0.52
07/21/05	07/21/05	done	row dialog scroll bars don't show if window pos not set; CreateRows must reposition bars	1.0.52
07/21/05	07/21/05	done	row dialog shows trashed header if window pos not set, view must override CalcWindowRect	1.0.52
07/04/05	07/22/05	done	add per-ring line width parameter; optimize to reduce GDI overhead	1.0.53
07/20/05	07/23/05	done	for master dlg, need a log slider that can be linked to a buddy edit control	1.0.54
07/10/05	07/24/05	done	export in scale to fit mode should scale line width	1.0.54
07/10/05	07/24/05	done	print should draw to device in line modes; don't use DC pen, it doesn't scale	1.0.54
07/24/05	07/26/05	done	add print from bitmap option; trades resolution for color fidelity in XOR mode	1.0.55
07/01/05	07/27/05	done	playlist file should contain playlist attributes and master settings	1.0.56
07/18/05	07/27/05	done	in drag origin mode, dragging damping also moves origin	1.0.56
07/26/05	07/27/05	done	damping becomes negative when slider is at 100	1.0.56
07/01/05	07/29/05	done	playlist hot keys should be assignable	1.0.57
07/28/05	07/30/05	done	tempo nudge must resync	1.0.58
07/29/05	07/30/05	done	make playlist resizable	1.0.58
07/29/05	07/30/05	done	options dialog should have a reset all button	1.0.58
07/29/05	07/30/05	done	tempo nudge must be a percentage, else sensitivity varies with tempo	1.0.58
07/01/05	08/01/05	done	add VJ performance mode that locks out all screen-based UI	1.0.59
07/12/05	08/01/05	done	store demo path in registry	1.0.59
07/31/05	08/01/05	done	tempo clock must run all the time to avoid sync loss	1.0.59
07/09/05	08/02/05	done	in drag origin mode, zooming causes mirror origin shift	1.0.60
08/02/05	08/02/05	done	add license text and URL to about box	1.0.60
08/02/05	08/02/05	done	add state icons to playlist	1.0.60
07/28/05	08/03/05	done	in random mode, unmodified mouse should should zoom	1.0.60
08/03/05	08/03/05	done	use shift-wheel instead of right-drag for damping; three-thumb range, sens = .025	1.0.61
05/30/05	08/04/05	done	negative master speed should make rings grow inward; reverse mode, backspace key	1.0.61
08/02/05	08/04/05	done	add status bar indicators for drag and hue loop	1.0.61
08/03/05	08/04/05	done	add invert command to image menu (shift+I)	1.0.61
08/03/05	08/04/05	done	default patch should have same number of sides as icon: change icon to pentagon	1.0.61
08/03/05	08/04/05	done	hotkeys should trigger patches while playlist has focus; reverse column order	1.0.61
08/03/05	08/04/05	done	in playlist, pressing Shift-Tab in hotkey control assigns key to current selection, NG	1.0.61
08/03/05	08/04/05	done	need tempo multiplier; powers of two only is fine, use up/down arrows	1.0.61
08/03/05	08/04/05	done	playlist File/New not clearing modified flag	1.0.61
08/03/05	08/04/05	done	playlist Insert should be called Import? Insert Patches is better	1.0.61
08/03/05	08/04/05	done	playlist needs auto-assign command that assigns keys to list in QWERTY order	1.0.61
08/03/05	08/04/05	done	playlist needs commands for select all (Ctrl+A) and clear hotkey (Backspace)	1.0.61
08/04/05	08/04/05	done	shift+ctrl mouse should rotate hue	1.0.61
08/04/05	08/04/05	done	when drag origin is damped, pressing shift or ctrl shouldn't stop origin motion	1.0.61
07/18/05	08/05/05	done	Alt key causes modal state with loss of input focus; disable it in VJ mode	1.0.62
08/03/05	08/05/05	done	can't drag patches onto playlist dialog	1.0.62
08/03/05	08/05/05	done	DirInput must emulate windows mouse acceleration behavior	1.0.62
08/03/05	08/05/05	done	onset of damping is too slow; increase log base from 10 to 20	1.0.62
08/03/05	08/05/05	done	playlist item drag doesn't support vertical scrolling	1.0.62
08/04/05	08/05/05	done	hue change via mouse is too sensitive; must account for different normalized range	1.0.62
08/04/05	08/05/05	done	limit tempo multiplier to +/- three steps; reset position on tap?	1.0.62
08/04/05	08/05/05	done	should be able to move origin off-screen; drag should be independent of windows cursor	1.0.62
08/05/05	08/05/05	done	in drag mode, if window is resized to zero height, origin gets stuck; divide by zero	1.0.62
08/05/05	08/05/05	done	in drag mode, origin shifts when entering full-screen or VJ mode	1.0.62
08/05/05	08/05/05	done	in drag mode, pausing or unpausing causes origin shift	1.0.62
08/05/05	08/05/05	done	playlist dialog should be able to open a selected patch for parameter editing	1.0.62
08/05/05	08/05/05	done	replace files dialog hard-codes default extension and doesn't use string resources	1.0.62
08/05/05	08/05/05	done	when entering VJ mode, if an origin motion isn't already set, it should default to drag	1.0.62
08/06/05	08/06/05	done	exiting and reentering VJ mode allows windows keys to work; forgot to clear hook	1.0.63
08/06/05	08/06/05	done	make hue loop right-click instead of middle-click	1.0.63
08/06/05	08/06/05	done	mouse button hue loop doesn't work if origin motion is off	1.0.63
08/06/05	08/06/05	done	opening a playlist should jump to patch that was current when playlist was saved	1.0.63
08/06/05	08/06/05	done	remove hue wheel, dedicate wheel to damping	1.0.63
06/06/05	08/10/05	done	draw mode change is too abrupt; make it a ring property, to allow gradual transitions	1.0.64
08/03/05	08/10/05	done	add damping for zoom	1.0.64
08/09/05	08/11/05	done	in reverse, fill doesn't always fill innermost ring; add ring list dialog to debug it	1.0.64
08/11/05	08/11/05	done	use fast round in all cases	1.0.64
07/10/05	08/12/05	done	MIDI control of view parameters: addition works fine	1.0.65
08/06/05	08/12/05	done	remove color options page, move hue loop length to general page	1.0.65
08/08/05	08/12/05	done	changing draw mode causes display glitch; view's SetDrawMode shouldn't invalidate	1.0.65
08/12/05	08/12/05	done	add invert fill, invert outline, invert x-ray	1.0.65
08/03/05	08/13/05	done	add MIDI setup dialog; derive from row dialog	1.0.65
08/03/05	08/13/05	done	save MIDI setup in playlist	1.0.65
08/03/05	08/16/05	done	assignment of MIDI to parameters should have a learn mode, e.g. Reason	1.0.66
08/15/05	08/16/05	done	exporting snapshot with use window size unchecked crashes	1.0.66
08/15/05	08/16/05	done	inserting items into playlist doesn't work first time and causes crash on exit	1.0.66
08/15/05	08/16/05	done	loading snapshot while in full screen mode crashes	1.0.66
08/05/05	08/17/05	done	it's too easy to choose full screen instead of VJ mode; make VJ Ctrl+F11	1.0.66
08/12/05	08/17/05	done	function keys should do something in VJ mode: duplicate image commands	1.0.66
08/08/05	08/18/05	done	playlist should support MIDI program change	1.0.67
08/17/05	08/18/05	done	don't update bars while full screen; update them when full screen ends	1.0.67
08/17/05	08/18/05	done	each track read costs nearly 1ms; in VJ mode, playlist should cache tracks	1.0.67
08/17/05	08/18/05	done	mouse wheel triggers update UI; add it to OnIdle exclude	1.0.67
08/06/05	08/21/05	done	ctrl+wheel should set crossfader time	1.0.68
08/19/05	08/21/05	done	in playlist, Alt+F doesn't work if F was assigned to a patch, likewise for E	1.0.68
08/21/05	08/21/05	done	add playlist popup to file menu	1.0.68
08/21/05	08/21/05	done	in crossfader, clamp secs and position positive; in playlist, clamp secs positive	1.0.68
08/21/05	08/21/05	done	in midi setup, zero controllers causes all values to display as -64	1.0.68
06/01/05	08/27/05	done	at high speeds, rings clump together; move oscillators into view, add fractional ticks	1.0.69
08/03/05	08/27/05	done	when crossfading, don't interpolate waveform; switch at midpoint instead	1.0.69
08/01/05	08/28/05	done	add license to all source files	1.0.69
08/01/05	08/28/05	done	crossfader's open buttons should prompt for save after open dialog, not before	1.0.69
08/27/05	08/28/05	done	changing master speed causes glitching; suppressing interpolation helps somewhat	1.0.69
08/27/05	08/28/05	done	suppress interpolation on non-crossfaded patch changes to avoid glitching	1.0.69
07/01/05	08/29/05	done	if oscillator waveform is random, sweeping frequency fools phase test, causing glitches	1.0.69
08/01/05	08/29/05	done	add hooks for HTML help	1.0.70
08/28/05	08/30/05	done	add movie recorder that writes a series of snapshots from timer hook	1.0.71
08/28/05	08/30/05	done	frame rate should be variable from 24 to 60, via Options/Display	1.0.70
08/28/05	08/31/05	done	add movie export that converts a snapshot movie to an AVI file	1.0.71
08/28/05	08/31/05	done	add movie player for viewing snapshot movies	1.0.71
08/29/05	08/31/05	done	if slideshow dialog is outside main frame, it doesn't erase itself correctly	1.0.71
08/30/05	08/31/05	done	movie player should allow seeking; snap movie needs a frame index	1.0.71
08/04/05	09/01/05	done	laptop w/o mouse has no wheel; need alternate way to set damping and crossfade time	1.0.71
07/01/05	09/02/05	done	GDI mirroring doesn't line up correctly; mirror to an intermediate buffer	1.0.71
09/01/05	09/02/05	done	add movie to shell open types	1.0.71
09/01/05	09/02/05	done	linking to AVI DLL causes mysterious crashes; move movie export to its own process	1.0.71
09/02/05	09/02/05	done	if movie player or slide show is hidden and a button has focus, space can disable left-click	1.0.71
09/02/05	09/02/05	done	shell open broke because m_pMainWnd is null during CMainFrame::OnCreate; set it to this	1.0.71
08/30/05	09/03/05	done	add movie export options dialog; frame size, frame rate, crop/stretch	1.0.71
08/12/05	09/04/05	done	MIDI control of non-view parameters, e.g. mirror, fill, crossfader, etc.	1.0.72
09/04/05	09/04/05	done	playlist file/new doesn't set defaults for master, crossfader, MIDI setup, etc.	1.0.72
09/04/05	09/05/05	done	move edit and view selections into frame	1.0.73
07/29/05	09/06/05	done	add selection to parameters dialog for master offsets	1.0.73
09/05/05	09/06/05	done	disabling windows keys doesn't work in XP; use low-level hook or DirectInput but not both	1.0.73
09/05/05	09/06/05	done	playlist FadeTo doesn't update parms dialog	1.0.73
09/06/05	09/07/05	done	app crashes creating parms dialog, in CalcWindowRect; verify dynamic downcast	1.0.73
09/07/05	09/07/05	done	put movie export back in app	1.0.73
08/01/05	09/08/05	done	more comments, esp. for member data	1.0.73
08/03/05	09/09/05	done	VJ mode needs warning dialog, with don't show this again checkbox	1.0.74
09/08/05	09/09/05	done	app needs welcome dialog, with view demo yes/no and don't show this again checkbox	1.0.74
09/08/05	09/09/05	done	main menu's playlist submenu needs recent file list	1.0.74
09/08/05	09/09/05	done	playlist dialog's file menu needs recent file list; kick idle not sent to modeless dialogs	1.0.74
09/09/05	09/10/05	done	movie player should be able to save a snapshot	1.0.74
09/09/05	09/10/05	done	panic should reset draw mode for all rings	1.0.74
09/11/05	09/11/05	done	record shouldn't clear screen	1.0.74
09/09/05	09/12/05	done	add MIDI controllers for effects: mirror, draw mode, etc.	1.0.75
09/12/05	09/12/05	done	tab order is incorrect in parms and midi setup dialogs	1.0.75
06/01/05	09/15/05	done	optional auto-generation of snapshot names	1.0.76
08/31/05	09/15/05	done	annoying windows icon in resizeable dialogs (parms, playlist); use tool window style	1.0.76
09/11/05	09/15/05	done	take snapshot and record movie should work in VJ mode: auto-assign filename	1.0.76
09/15/05	09/15/05	done	fix playlist shortcuts	1.0.76
07/14/05	09/17/05	done	add MIDI sync for tempo	1.0.76
09/17/05	09/20/05	done	tab order is incorrect general options dialog	1.0.76
09/18/05	09/20/05	done	in movie export, add output frame rate, output frame range, export bitmaps	1.0.76
09/20/05	09/20/05	done	add MIDI controls for rotate hue 90 degrees, random phase, pause, clear screen	1.0.76
09/22/05	09/22/05	done	in movie export, if uncompressed, check 2 GB limit	1.0.76
09/22/05	09/27/05	done	in movie export, source size for scaling should be input frame size, not window size	1.0.77
09/22/05	09/27/05	done	in movie play/export and snapshot mode, don't clamp origin, else mirroring may change	1.0.77
09/22/05	09/27/05	done	loading snapshot or movie uses current zoom; zoom must be saved in snaphot	1.0.77
09/22/05	09/27/05	done	need a way to correct an existing movie's frame size; add resize movie dialog	1.0.77
10/01/05	10/01/05	done	in snapshot dtor, deleting view backup causes access to non-existent view	1.0.78
08/01/05	10/02/05	done	should be able to change edit selection from within parms dialog; use system menu	1.0.78
09/11/05	10/02/05	done	save current settings as a new patch, including master offsets	1.0.78
10/01/05	10/02/05	done	can't edit mix in parms dialog; OnParamUpdate is clobbering changes	1.0.78
10/02/05	10/02/05	done	opening a patch in crossfader dialog doesn't update parms dialog	1.0.78
10/02/05	10/02/05	done	playlist dialog should have file option that imports MIDI setup from a playlist	1.0.78
10/01/05	10/04/05	done	add MIDI note support; note on alternates between property's extremes	1.0.79
10/04/05	10/04/05	done	add MIDI auto-assign dialog	1.0.79
10/01/05	10/05/05	done	add MIDI pitch bend support	1.0.79
10/01/05	10/05/05	done	add playlist MIDI mapping dialog: map patches to program changes or range of notes	1.0.79
10/06/05	10/05/05	done	playlist MRU file list: Save As must be added, and failed Open must be removed	1.0.79
10/06/05	10/06/05	done	make playlist MIDI line tab-delimited	1.0.80
10/06/05	10/07/05	done	load the playlist's next patch into crossfader input A or B, without changing fader pos	1.0.80
10/07/05	10/07/05	done	make random patch generation work in VJ mode	1.0.80
10/08/05	10/08/05	done	alpha keys should not select patches while Shift is pressed	1.0.80
10/08/05	10/08/05	done	when writing playlist, if patch is in same folder, store filename only (relative link)	1.0.80
10/10/05	10/12/05	done	crossfader's filename controls should have drop-down lists of playlist patches	1.0.81
10/10/05	10/12/05	done	if crossfader seconds is zero, pressing play causes thumb to get stuck in the center	1.0.81
09/09/05	10/13/05	done	hue loop slips when color speed modulation and master speed are high	1.0.81
10/01/05	10/14/05	done	image sometimes tears; must page-flip instead of blitting, implement exclusive mode	1.0.82
10/13/05	10/14/05	done	app crashes if certain keys (e.g. page up) are entered in playlist dialog's hotkey control	1.0.82
10/13/05	10/14/05	done	while playlist dialog has focus, Ctrl + non-accelerator alpha key switches patch	1.0.82
10/14/05	10/14/05	done	if paused when entering VJ mode, don't set drag mode or origin gets trashed	1.0.82
10/14/05	10/14/05	done	random patch deserves a function key; give it F12	1.0.82
10/14/05	10/14/05	done	random patch glitches; flush view history	1.0.82
10/14/05	10/14/05	done	switching to exclusive mode for less than 1.5 seconds causes spurious timer messages	1.0.82
08/03/05	10/17/05	done	flash keyboard's scroll lock LED during movie recording; use overlapped I/O	1.0.83
09/11/05	10/17/05	done	zoom via MIDI should be damped, except when paused	1.0.83
10/11/05	10/17/05	done	mouse zoom, speed, and hue don't work in dual monitor mode	1.0.83
10/15/05	10/17/05	done	add MIDI controllers for origin X and Y, with damping	1.0.83
10/15/05	10/17/05	done	in parms dialog, master offsets aren't displayed correctly after exiting VJ mode	1.0.83
10/15/05	10/17/05	done	MIDI assign should reset previous mapping's event only, not its channel or controller	1.0.83
10/17/05	10/17/05	done	if multiple movies are recorded, all but first are garbage; Open must zero frame count	1.0.83
10/17/05	10/17/05	done	LFO frequency tweening cause glitching; don't interpolate frequency in timer hook	1.0.83
10/17/05	10/17/05	done	pressing mouse buttons while paused in drag mode causes origin to jump	1.0.83
10/18/05	10/18/05	done	ring growth LFO causes banding; view's timer hook must compute ring growth up front	1.0.83
10/18/05	10/18/05	done	snapshots taken while in reverse have holes; update rings before drawing them, not after	1.0.83
08/27/05	10/19/05	done	changing master speed causes glitching; don't flush history or interpolate frequency	1.0.83
10/17/05	10/19/05	done	entering and exiting exclusive mode doesn't restore maximized state	1.0.83
08/08/05	10/20/05	done	not enough assignable keys for patches; use number keys for bank switching	1.0.84
10/20/05	10/20/05	done	movies have extra rings; in OnTimer, record frame before view's timer hook	1.0.84
09/01/05	10/23/05	done	repeated hue rotation causes banding due to round-off errors; add HLS color to ring	1.0.85
10/01/05	10/23/05	done	playlist dialog should support copy/cut/paste	1.0.85
10/11/05	10/24/05	done	for acceleration on 2nd monitor, must create DD exclusive with monitor's GUID	1.0.85
10/11/05	10/24/05	done	in dual-monitor mode, panic shouldn't disable full screen mode	1.0.85
10/23/05	10/24/05	done	if using GDI instead of DirectDraw, veejay mode doesn't go full screen	1.0.85
10/01/05	10/25/05	done	if movie frames have invalid format, player locks up; OnTimer must catch exceptions	1.0.85
10/25/05	10/25/05	done	exclude non-essential ring data (deltas, HLS) from movie file to save space	1.0.85
10/25/05	10/25/05	done	movie player's save command should pause playback during file dialog	1.0.85
10/25/05	10/25/05	done	selecting multiple snapshots with preview checked can cause file error	1.0.85
10/25/05	10/26/05	done	in playlist, remove key should operate on entire selection	1.0.85
10/25/05	10/26/05	done	movie player tears in full screen; should have option to use exclusive mode	1.0.85
10/26/05	10/26/05	done	if view is detached, movie player full-screen gets stuck in exclusive mode	1.0.85
10/26/05	10/26/05	done	in playlist, paste inserts items in reverse order	1.0.85
10/10/05	10/27/05	done	add MIDI properties for patch seconds, crossfader play, and crossfader loop	1.0.85
10/26/05	10/27/05	done	in FadeTo, if in-between pos, copy mix to source; in RandomPatch, center pos	1.0.85
10/27/05	10/27/05	done	in crossfader dialog, if resuming previous auto-fade, don't set phase	1.0.85
10/12/05	10/29/05	done	crossfader dialog's name combos show blank drop list when playlist is empty	1.0.85
10/28/05	10/29/05	done	can't send document to crossfader; include Document and A/B/Mix in name combos	1.0.85
10/28/05	10/29/05	done	in playlist's FadeTo, set view mix doesn't work; must use frame's SetViewSel	1.0.85
10/28/05	10/29/05	done	playlist's Edit Parameters command is too confusing, remove it for now	1.0.85
10/31/05	11/02/05	done	auto-fade is too useful to be Ctrl+F; give it F12 and move Random Patch to F10	1.0.86
10/31/05	11/02/05	done	in playlist dialog, dialog shortcuts should work when list control doesn't have focus	1.0.86
10/31/05	11/02/05	done	in snapshot menu's export all, progress bar is behind by one	1.0.86
10/31/05	11/02/05	done	playlist dialog's insert command inserts patches in reverse order	1.0.86
10/31/05	11/02/05	done	switching view mix on/off causes glitches; flush view history first	1.0.86
11/01/05	11/02/05	done	exiting print preview via caption bar's X button causes save prompts	1.0.86
10/31/05	11/03/05	done	if a patch is moved or renamed after playlist is opened, selecting it fails silently	1.0.86
10/31/05	11/03/05	done	if maximized app goes full-screen to veejay and back to full-screen, a border appears	1.0.86
11/01/05	11/03/05	done	in playlist dialog, if no control has focus, Alt menu keys don't work	1.0.86
11/03/05	11/03/05	done	if modeless dialog is closed and reopened, current control is lost; derive from CToolDlg	1.0.86
11/03/05	11/03/05	done	if none of a dialog's controls have focus, minimizing and restoring app hides dialog	1.0.86
11/07/05	11/08/05	done	default snapshot folder should be in MyDocuments	1.0.87
11/08/05	11/09/05	done	file dialogs for export and take snapshot should have default filename if available	1.0.87
06/29/05	11/11/05	done	should be able to limit number of rings, for effect and to improve performance	1.0.88
11/11/05	11/11/05	done	add menu item for crossfader loop on/off; shortcut is Shift+F12	1.0.88
11/11/05	11/11/05	done	must disable Alt key in full-screen mode	1.0.88
12/08/05	12/11/05	done	FadeTo shouldn't reset crossfader's loop or waveform attributes	1.0.89
12/08/05	12/20/05	done	during unlooped auto-fade, if time becomes too small, complete fade and stop	1.0.89
12/21/05	12/21/05	done	allow hue loop length to be changed via MIDI	1.0.89
12/21/05	12/21/05	done	changing hue loop length causes hue to jump needlessly	1.0.89
12/21/05	12/22/05	done	if main is hogging CPU, Help/About makes app modal but dialog isn't shown	1.0.90
12/22/05	12/22/05	done	if mirror is twiddled via continuous controller, animation jerks; make invalidate optional	1.0.90
12/22/05	12/22/05	done	options reset all doesn't reset default output folder	1.0.90
01/10/06	01/11/06	done	if DirectDraw fails, offer GDI option	1.0.91
08/01/05	01/14/06	done	write documentation	1.0.91
09/22/05	02/04/06	done	in movie export, eliminate 2 GB limit; create AVI via DirectShow instead of VfW	1.1.00
01/24/06	02/10/06	done	all movie times and frame ranges should be in mm:ss.ff format	1.1.01
01/24/06	02/10/06	done	in movie player, add open file button and accept files via drag/drop	1.1.01
02/10/06	02/10/06	done	in master dialog, make all edit controls allow editing	1.1.01
10/10/05	02/16/06	done	add oscillator override and make all LFO properties MIDI-assignable	1.2.00
02/16/06	02/19/06	done	in CCtrlResize::AddControlList, fix loop test	1.2.00
02/16/06	02/19/06	done	save master offsets in playlist, so oscillator overrides can be preset	1.2.00
10/01/05	02/23/06	done	make playlist dialog's editable list control into a reusable base class	1.2.01
02/23/06	02/23/06	done	in drag list control, fix sloppy autoscroll boundary tests	1.2.01
03/08/06	03/08/06	done	in oscillator override via MIDI, waveform must be clamped	1.2.02
08/12/05	03/10/06	done	origin motion should be able to make a trail of rings; high value but major impact	1.3.02
02/14/06	03/10/06	done	in fill mode, allow solid to be convex instead of concave; draw rings in reverse	1.3.02
03/07/06	03/15/06	done	can't drag origin while paused, due to trail revision; add SetGlobalOrigin	1.3.03
03/15/06	03/15/06	done	add random ramp waveform; linearly interpolate between random samples	1.3.03
03/23/06	03/23/06	done	hue, loop hue, invert color, and pause should be saved in playlist	1.3.04
03/23/06	03/24/06	done	disabling veejay should only park origin if it's in drag mode	1.3.05
03/23/06	03/28/06	done	origin shouldn't be limited to middle of screen when zoomed out	1.3.05
03/23/06	03/28/06	done	enabling drag after resizing frame causes origin skip; adjust target in OnSize	1.3.05
03/23/06	03/28/06	done	trail breaks ring-origin zoom: make mirror origin space unreversed and zoomed	1.3.05
03/23/06	03/28/06	done	make zoom type independent of origin motion; add Window/Zoom Center	1.3.05
03/23/06	03/28/06	done	zooming with mirror and drag enabled causes origin to boomerang, since 1.0	1.3.05
04/08/06	04/09/06	done	panic should reset trail	1.3.06
